timestamp,mode,U2,RF_amplitude,line_id,rep,min_scan,max_scan,n_peaks,r2,aicc,c0,amp1,mu1,sigma1,amp2,mu2,sigma2,amp3,mu3,sigma3,amp4,mu4,sigma4
20260204_183636,lost,-0.2,2.5,3,1,134.0,154.0,1,0.9647345626072442,-1014.0776530731378,0.013586532187245754,0.027384155921252755,143.45554859891266,2.2852005521852043,,,,,,,,,
20260204_183636,trapped,-0.2,2.5,3,1,134.0,154.0,2,0.9135964544288847,-908.6343774482021,0.19202429731211046,-0.027662270307035112,143.22428786077342,1.9647427244009052,-0.009216135878000587,146.84067091463768,3.914701375261703,,,,,,
20260204_184958,lost,-0.2,2.5,0,2,28.0,48.0,2,0.9185781281474892,-956.4506526960172,0.015796112476678604,0.01977621182892575,37.05987545120509,2.6974662857005662,0.018591889510044445,40.2563941694826,0.4815936203353311,,,,,,
20260204_184958,trapped,-0.2,2.5,0,2,28.0,48.0,4,0.9119616175722665,-895.5238555594045,0.1869635913064948,-0.007785528734736422,31.046802215540247,0.6165001378202964,-0.017786289875804388,40.287358143676094,0.4640320408542359,-0.030058177136912445,36.9768256923415,2.324922607692673,-0.006914978293460413,46.28872426984601,0.5790293303254993
20260204_190418,lost,-0.2,2.5,1,2,51.0,71.0,1,0.9186713969862511,-939.4268466301581,0.020705591345456152,0.027351035790887213,59.56607504407425,3.1011245990324188,,,,,,,,,
20260204_190418,trapped,-0.2,2.5,1,2,51.0,71.0,3,0.904939622650857,-902.3638272560578,0.2019121230809096,-0.016523864449793157,61.01852421467869,0.9408826719283746,-0.013497495549401899,69.97091178873228,1.8652866322850412,-0.04034248796366175,60.253111167027036,6.409482860266046,,,
20260204_191800,lost,-0.2,2.5,2,2,72.0,132.0,3,0.901250815018704,-2661.786361806372,0.017504476786647974,0.03221497266834388,100.93217134652768,1.723713954117665,0.02685057541346722,80.58337351383913,1.5364270340452266,0.0535665504849021,102.27079328013427,0.38068702895888434,,,
20260204_191800,trapped,-0.2,2.5,2,2,72.0,132.0,4,0.9106501599981726,-2603.0284223886533,0.183597116600504,-0.04266501393976669,101.17137679846127,1.538498704896494,-0.032545921551779475,80.85074303780729,1.646310086234105,-0.05975874174632164,102.36610280272112,0.3256671774573625,-0.01762873494435402,120.64427070884496,1.297428705791126
20260204_195923,lost,-0.2,2.5,3,2,134.0,154.0,1,0.9575611915220404,-976.3510427735521,0.013499771845092679,0.03153405528292281,143.59640355967392,2.226385721418797,,,,,,,,,
20260204_195923,trapped,-0.2,2.5,3,2,134.0,154.0,1,0.900264072041401,-889.2593933984423,0.1870173557214731,-0.034350024915602906,143.78157454353138,2.1566192463876472,,,,,,,,,
20260204_201233,lost,-0.2,2.5,0,3,28.0,48.0,2,0.9028480194515122,-957.3149873412001,0.015932864294301723,0.017376714314954526,40.23354463576437,0.5393372354870689,0.017420027366338898,36.90613392892449,2.7231182143063744,,,,,,
20260204_201233,trapped,-0.2,2.5,0,3,28.0,48.0,3,0.907150420892926,-907.5839504054312,0.1848303484569121,-0.01941791959022778,36.983092490041365,0.6600775829318664,-0.023352665262657463,39.96675853958307,0.8658022661783753,-0.01625876285438729,35.54510477545075,2.4177975116906185,,,
20260204_202646,lost,-0.2,2.5,1,3,51.0,71.0,2,0.9477522343525018,-954.0510285471674,0.019302803621214844,0.015336684736020963,61.19936757586389,0.7373512300119036,0.024523196778750908,59.47362218855658,3.6374934007768767,,,,,,
20260204_202646,trapped,-0.2,2.5,1,3,51.0,71.0,3,0.9442265950175418,-939.5789663254402,0.208148822869087,-0.01958565761942358,61.041223686610074,0.9757345894216222,-0.016416882601705766,70.19327005410298,1.9868133550358844,-0.04601104930109878,60.10078380476622,6.959768082154337,,,
20260204_204045,lost,-0.2,2.5,2,3,72.0,132.0,3,0.9023322123874741,-2648.1877609624294,0.017434942392027537,0.05101390832442428,102.03709398813349,0.47168051975091196,0.029170335444111416,80.98909650247707,1.5455925601227125,0.030668828336008366,100.76395602902079,1.7385899843586856,,,
20260204_204045,trapped,-0.2,2.5,2,3,72.0,132.0,4,0.9244079885006596,-2640.744711298543,0.1831620623204057,-0.056445856737679045,102.1893214531802,0.2939559584909122,-0.032674312293344915,81.12003083406462,1.5628601046165274,-0.046670814166157336,101.12943930564313,1.5291855677613069,-0.015564577252248135,120.7236058818252,1.3829044227226435
20260204_212205,lost,-0.2,2.5,3,3,134.0,154.0,1,0.9662293000404484,-979.2229574297704,0.013724556945654578,0.03533023888572757,143.62688528406338,2.0876748795453324,,,,,,,,,
20260204_212205,trapped,-0.2,2.5,3,3,134.0,154.0,2,0.9172672494783943,-892.5294222846479,0.18689465588758475,-0.02034002228193323,142.40323580231043,0.9803572709826704,-0.02749240575984552,144.65053883189492,1.88242255611389,,,,,,
20260204_213526,lost,-0.2,2.5,0,4,28.0,48.0,2,0.9057330455091778,-966.0517266888586,0.015864722137753192,0.017189025378310956,36.81968466185649,2.770975446324326,0.01584136396219113,40.242593864654424,0.5439720686103348,,,,,,
20260204_213526,trapped,-0.2,2.5,0,4,28.0,48.0,3,0.867989469068708,-883.8081905635788,0.18524699293852115,-0.020116526091581318,36.49042042298609,2.897217509811098,-0.019198053356232606,40.40830288115568,0.422200364250409,-0.010776884520631658,37.01544968850155,0.645650869228535,,,
20260204_215000,lost,-0.2,2.5,1,4,51.0,71.0,2,0.9558830302320618,-961.0689707573333,0.019609271171049214,0.016213305034878885,61.30786882699708,0.7182477426721549,0.025546911940440967,59.59645386719594,3.529811466369454,,,,,,
20260204_215000,trapped,-0.2,2.5,1,4,51.0,71.0,3,0.9136980927584897,-896.954493109208,0.19213847108109444,-0.009318731175146143,69.15085231895915,1.6488344734315876,-0.031629536687818455,60.536391696694,4.778216712794949,-0.01966451060141322,61.45054975902805,0.697657333305116,,,
20260204_220350,lost,-0.2,2.5,2,4,72.0,132.0,3,0.9143009121962371,-2665.0612753761584,0.017384430901278763,0.050274566271698046,102.059192062432,0.4643375261188878,0.029861105580621036,81.13406125018554,1.6106107968624603,0.03387663485619026,100.87627214335195,1.642792852958465,,,
20260204_220350,trapped,-0.2,2.5,2,4,72.0,132.0,4,0.9251652392628544,-2637.05593837189,0.18473255463830507,-0.05737065792528115,102.15673103873218,0.31300905908281323,-0.03481569474000843,81.24384461094581,1.6707403086988066,-0.044178254233617924,101.11913014480048,1.5817045817091564,-0.017051759454075062,120.58852739664812,1.5724050498164583
20260204_224453,lost,-0.2,2.5,3,4,134.0,154.0,1,0.968172129182402,-992.4249629177298,0.013590696683151098,0.0331886794036906,143.7467211097061,2.2143058704305845,,,,,,,,,
20260204_224453,trapped,-0.2,2.5,3,4,134.0,154.0,3,0.9188962036635256,-893.0085650855433,0.18913403413517327,-0.023096661272082025,142.60974343270743,1.1534339111971132,-0.02410250121436261,145.04477368894433,1.9561363772609925,-0.008277964684999427,138.76438733472244,0.6686785997253841,,,
20260204_230759,lost,-0.20500000000000002,2.5,0,0,30.0,50.0,2,0.937938505085475,-975.2803733439378,0.016075958595118043,0.021599738982928413,40.43135821004573,0.4366576322137783,0.019364833808349167,37.586388915627325,2.6166304357649577,,,,,,
20260204_230759,trapped,-0.20500000000000002,2.5,0,0,30.0,50.0,3,0.9028978578489151,-898.029069187111,0.18475659270568726,-0.028378946005522578,40.298131551569305,0.6375289101243714,-0.028410138340825643,37.35233411170368,1.3540403340541252,-0.009877986563854949,34.268626496481616,0.6947562283394172,,,
20260204_232149,lost,-0.20500000000000002,2.5,1,0,52.0,91.0,2,0.9355287087304246,-1763.515757276865,0.015802597347240536,0.037857022343707754,59.75884455966711,3.5369217696260318,0.035723018842625555,81.03308206146751,1.6490173208787355,,,,,,
20260204_232149,trapped,-0.20500000000000002,2.5,1,0,52.0,91.0,3,0.9040389965346763,-1688.1089194216404,0.1863030619216363,-0.02725537699232413,61.22650833270485,0.8845544630673784,-0.03790446547117679,81.08244179053914,1.662007975670045,-0.024375804125127153,60.318214650527196,4.790709527705862,,,
20260204_234802,lost,-0.20500000000000002,2.5,2,0,92.0,130.0,3,0.9544005097773322,-1727.4036643620184,0.016561074784421086,0.05819237285404692,102.49959469385817,0.4232624466018497,0.037144578281931274,101.13031535811275,1.6979916253630223,0.01847123638821911,121.00719329318794,1.5026939620504909,,,
20260204_234802,trapped,-0.20500000000000002,2.5,2,0,92.0,130.0,3,0.940165002147259,-1656.0013342348432,0.18677194397799993,-0.06859884970861627,102.61710320115414,0.2662450363937567,-0.047666539847025124,101.461754291733,1.5626186748794673,-0.020064837541275925,121.19895400456426,1.5208554107786363,,,
20260205_001436,lost,-0.20500000000000002,2.5,3,0,133.0,154.0,1,0.965040893590697,-1023.6929564177317,0.01358871439685624,0.03539129075230976,143.50018012779464,2.2541602649458587,,,,,,,,,
20260205_001436,trapped,-0.20500000000000002,2.5,3,0,133.0,154.0,1,0.9243829387146759,-949.106939388128,0.19365608340793614,-0.036390219958406175,143.72771822592878,2.296744504004123,,,,,,,,,
20260205_002825,lost,-0.20500000000000002,2.5,0,1,30.0,50.0,2,0.9475412101813601,-976.2843233000104,0.016414621448949472,0.0219675910100312,40.42111117815232,0.4833434306949574,0.021885377704145486,37.53916811230362,2.3218935487206083,,,,,,
20260205_002825,trapped,-0.20500000000000002,2.5,0,1,30.0,50.0,2,0.9003030676308545,-895.2957591419402,0.18721298309369164,-0.02215190575659195,40.52333303781892,0.5133663772041441,-0.02857029260687954,37.38750976794253,2.011685987099801,,,,,,
20260205_004156,lost,-0.20500000000000002,2.5,1,1,52.0,91.0,2,0.9264563391736065,-1762.273903357803,0.016231120140173364,0.035860112630553755,59.60108076186747,3.6085532781954366,0.031859059950961555,80.66453763020469,1.5905405810922237,,,,,,
20260205_004156,trapped,-0.20500000000000002,2.5,1,1,52.0,91.0,3,0.9136514848896291,-1734.0818617980672,0.18860537164589453,-0.022209101041244912,60.96730931827675,0.98882999900761,-0.036714659053337144,80.86541484914298,1.6504800707117677,-0.02257046154261871,60.317722607384496,5.600017948861581,,,
20260205_010819,lost,-0.20500000000000002,2.5,2,1,92.0,130.0,3,0.9476077579207498,-1736.164597948721,0.016675315761089368,0.05222305985872513,103.03239607533173,0.3332726583097138,0.03814918969413844,101.55639448143154,1.6857616657094252,0.016956250794904513,121.02596536465144,1.5616948539732722,,,
20260205_010819,trapped,-0.20500000000000002,2.5,2,1,92.0,130.0,3,0.9079422556117982,-1600.8849962363447,0.18877005383567796,-0.06744115633595796,103.08665062247225,0.31709851392181154,-0.04244884731872036,101.63009022772488,1.631528761166011,-0.018124614416408297,121.11581500619324,1.8091741780660484,,,
20260205_013444,lost,-0.20500000000000002,2.5,3,1,133.0,154.0,1,0.9627195208796838,-1032.2090698623933,0.012811855043370068,0.032275892670056636,143.28951676699947,2.361452914799718,,,,,,,,,
20260205_013444,trapped,-0.20500000000000002,2.5,3,1,133.0,154.0,1,0.9062339816455676,-930.4520074590383,0.1927563625891544,-0.0355135930236098,143.60495069425937,2.5460517235074094,,,,,,,,,
20260205_014832,lost,-0.20500000000000002,2.5,0,2,30.0,50.0,2,0.9365845958745205,-955.0531670898566,0.016247640984176106,0.022233664649274742,40.400212481697686,0.5093672117672272,0.02238315267506733,37.510782748120654,2.3504958918943366,,,,,,
20260205_014832,trapped,-0.20500000000000002,2.5,0,2,30.0,50.0,3,0.9201699786866506,-899.8325520796612,0.1916317330329595,-0.02352935530246766,37.50674465132078,1.1601336295541402,-0.029567929542076623,40.481601015198606,0.6058108116040241,-0.01211194558494824,35.56877677770306,3.3974383781569153,,,
