timestamp,mode,RF_amplitude,U2,scan_type,setpoint_idx,rep,min_scan,max_scan,n_peaks,r2,aicc,c0,amp1,mu1,sigma1,amp2,mu2,sigma2,amp3,mu3,sigma3,amp4,mu4,sigma4,amp5,mu5,sigma5,amp6,mu6,sigma6,amp7,mu7,sigma7,amp8,mu8,sigma8
20260301_221132,trapped,5.0,-0.35,RF,17,0,20.0,140.0,8,0.9086127731797802,-2790.188207845228,0.1290512927839744,-0.0157935871199288,124.24338711955572,1.0285485446185438,-0.0318532762693274,125.505062185571,0.5000000000000001,-0.0210440381666246,70.08030553066482,3.804866673284444,-0.0131313029206023,70.57625796534462,0.687157570839029,-0.0171446848195769,128.6045206923688,26.598298005398565,-0.0130853454640965,51.79960372717248,1.753803898879468,-0.0076548694250301,86.16590377229042,1.7352873153892792,-0.0148112268965235,63.52843427086347,24.818111996536054
20260301_231157,lost,1.4,-0.35,RF,8,4,20.0,140.0,8,0.9587756743549044,-2899.9255112473675,0.012165315173941,0.0146611346171241,109.11883089686827,1.996181354510317,0.0215462061652152,53.172690988418,3.311442426832771,0.0268698509723616,55.31623504083972,0.664794048811822,0.0237285288194575,72.8705416617831,0.7346552023641345,0.0084482063843183,109.34187262664746,18.610493762794047,0.0135186500012002,48.02495795376806,9.784129354102918,0.0103002927756889,123.84902287543724,0.5374029720459541,0.0479944509894033,109.07027909858714,0.5000000000000001
20260301_231157,trapped,1.4,-0.35,RF,8,4,20.0,140.0,7,0.9029055399216714,-2679.370079714927,0.0995992799720287,-0.0572114842496303,109.06197763836435,0.7517200672616933,-0.0298894967626677,73.06416151410448,0.8580102729292584,-10.30440390655291,331.1112145883976,0.5000009490133976,-0.0394882216255765,55.16751333025368,1.3753895281722583,-0.0233883930334651,50.76866053840962,0.9507940258552792,-0.009986925066518,112.3199376825802,21.81295962295805,-0.0147013985272737,49.66181205188078,9.775281609399263,,,
20260302_001754,lost,8.0,-0.35,RF,19,1,20.0,140.0,8,0.9507572950527848,-3003.32673720552,-2.162067956680906,0.0404700367173853,129.8259788255503,0.5000000000000001,0.0087103084636283,75.59698185258641,2.0065499712731607,0.0135042624525747,128.6249566276508,2.6475306498388,2.177411913988768,110.9900684748414,1633.1518542782462,0.0150571553543321,75.45362055216327,5.930254223413082,0.0134453273233646,52.36125820176293,0.5116581788745679,0.0096751800701209,91.3389768803539,1.512529417860225,0.0106968252848082,79.35677760401755,0.6251359984588702
20260302_001754,trapped,8.0,-0.35,RF,19,1,20.0,140.0,8,0.8549033632161817,-2654.6129697326187,0.1455751561073344,-0.0109273753883987,78.90105719375548,1.074061522933152,-0.0143419070253272,74.88363559440756,4.024826781062912,-0.012309766996915,91.50116429400698,0.7552920091487197,-0.0149240883778141,92.07705954227994,42.46930502009911,-0.0119030551039308,134.23552939687184,5.6688377259880935,-0.0134173804059726,128.0607616644613,2.7690862399748903,-0.0089516293529344,51.735048763576415,3.542542901680273,-0.0439118134202616,129.88627321180934,0.5000000000000001
20260302_122008,lost,5.0,-0.35,RF,17,4,20.0,140.0,8,0.955621037767167,-3011.162208033112,0.014203943600403,0.0050675251332555,147.83896201134831,38.05979862703529,0.0275214988405249,71.53602629896386,3.2788184159972533,0.006410310600301,61.14793736588506,20.33936949347981,0.0083280523338502,85.30362989034182,1.153381461765021,0.009930336422282,125.17380708140108,2.885403628777564,0.0075786401319145,51.60138830878076,1.4866165130580975,0.0113108241704226,125.17327657941593,0.5000000000000001,0.0386028373370704,126.50578902969112,0.5000000000000001
20260302_122008,trapped,5.0,-0.35,RF,17,4,20.0,140.0,6,0.8853301294840686,-2791.18986470874,0.1265589912588447,-0.0350019645119227,126.45212940716112,0.5000000000000001,-0.0227992571600692,71.8333622580229,3.228266771013956,-0.0134969962372894,125.0361873310525,1.894916263901403,-0.0127829282658412,51.09495548294255,1.4142876537508555,-1318.8022159648322,1337.5494671400274,247.32230867331225,-0.0080385412351583,71.91819379630353,20.031931741670203,,,,,,
20260302_132016,lost,0.6,-0.35,RF,4,3,20.0,140.0,8,0.9733444671216545,-2789.049337581816,0.0172289779379411,0.0460936070987272,50.89120771035841,1.4316163266165252,0.0227858749563168,101.31896614311272,0.9311814671541052,0.0196455635835582,68.05993300191564,0.5000000000000001,0.056032352989229,105.3367303734064,1.2155570725032157,0.0214731291333573,119.4215100612978,2.0967426133805045,0.0050948785791599,96.26348791963694,10.309380150873825,0.0593525409323038,53.183699239266815,0.7542255393188381,0.0283309510477301,46.62606350890839,5.989575876086512
20260302_132016,trapped,0.6,-0.35,RF,4,3,20.0,140.0,8,0.9517099575106654,-2646.2405300391347,0.0886381819874588,-0.0429977718683677,68.15884381380934,0.5000000000000001,-0.0424526164951861,105.48267143862648,1.0209109187428036,-0.0278954826622397,119.54040935212043,2.044020313568659,-0.0244673245310098,47.256584669271554,4.9322001849274,-0.0704553409467381,53.17585916672918,0.7552468022529297,-0.0446936952555906,50.88075772840795,1.3114661720014484,-0.0189121097509297,103.03544493271168,4.043772982457804,-0.0115264585197346,135.99923441804384,0.9983436657486818
20260302_142456,lost,0.0,-0.35,RF,1,3,20.0,140.0,7,0.9360211429537242,-2586.812812946887,0.0183071341447537,0.0414787206787341,45.97046815190192,1.8415822168563567,0.0296370833878357,129.58729291424527,0.5100780437684977,0.0235481411817669,64.50653085556195,0.5000000000000001,0.0341451405928586,44.24272029679034,5.4127835165867735,0.0508919842554694,51.158706616250335,0.8442525900540361,0.0281612665838501,100.53985053963724,2.567647277622983,0.0068415340635906,84.48812972207914,5.252709423840973,,,
