RF_amplitude,U2,loading_signal,lost_signal,model_Ex,model_Ey,model_Ez,model_mean,obs_Ex,obs_Ey,obs_Ez,obs_value,ratio_lost,ratio_signal,timestamp,trapped_signal
2.5,-0.01999999999999999,6481.0,84.0,-0.07478436049169096,-0.07823230936368492,0.07292239715856935,1.883389618297485,-0.07720312449829231,-0.08818118648722811,0.07362388785203516,0.18377581120943953,0.021164021164021163,0.18377581120943953,20260220_042012,630.0
2.5,-0.01999999999999999,6905.0,74.0,0.014791921408996211,-0.03926125007498463,0.07766581674408138,1.9239794718704697,-0.0019787654131377397,-0.054269794751877154,0.0694773463032905,0.18510702441965632,0.017094017094017096,0.18510702441965632,20260220_042457,614.0
2.5,-0.01999999999999999,6653.0,80.0,-0.02388283451338391,0.10485956095128734,0.08386793385305852,1.7428597473915288,-0.01974414742459002,0.13118558089940835,0.0667716043958782,0.1717612809315866,0.022325581395348838,0.1717612809315866,20260220_042807,590.0
2.5,-0.01999999999999999,6557.0,80.0,0.014686559970554458,0.06222186825789028,0.07262426213059872,1.7417590731966248,-0.006423685060478357,0.06141540317541444,0.06217781630238994,0.17391304347826086,0.01964154186103609,0.17391304347826086,20260220_042953,604.0
2.5,-0.01999999999999999,6697.0,84.0,-0.2016516002331886,-0.07803732198456037,0.08252809247480675,1.9161271426568993,-0.18556096712616618,-0.09889438866310343,0.08176637094097353,0.20312002546959568,0.01973893664438077,0.20312002546959568,20260220_043502,650.0
2.5,-0.01999999999999999,6887.0,72.0,-0.04230673763266668,0.1379540513333231,0.06733381052569684,1.7799727177946822,-0.03308387916750921,0.147878489057454,0.05787493104320868,0.18328298086606243,0.019647500722334586,0.18328298086606243,20260220_043736,594.0
2.5,-0.01999999999999999,6579.0,84.0,-0.01748593062014492,-0.008075939687753053,0.07503888986909935,2.032889565952282,-0.01644780351745173,-0.03258908439737654,0.0661398755462958,0.19451003541912631,0.019943019943019943,0.19451003541912631,20260220_044044,672.0
2.5,-0.01999999999999999,6637.0,86.0,-0.16268671895560194,-0.06770481515677992,0.09115657902680746,1.9525219759936563,-0.18378532057099847,-0.10448212666396775,0.08607476187527807,0.1686335403726708,0.02242549424609029,0.1686335403726708,20260220_044306,620.0
2.5,-0.04000000000000001,6169.0,66.0,0.012905643635064079,-0.006022104523713073,0.08776368279838312,2.1151156746197435,0.015279359712921325,0.0052400521355241425,0.06870042486960795,0.20689655172413793,0.02042711234911792,0.20689655172413793,20260220_044537,654.0
2.5,-0.04000000000000001,6695.0,78.0,-0.07517666763572689,-0.13649679123073327,0.07333554661573619,2.024004341440926,-0.08238997051884867,-0.1281609171228102,0.07933792554644825,0.22210814510609173,0.021512179689971527,0.22210814510609173,20260220_044700,721.0
2.5,-0.04000000000000001,5951.0,66.0,-0.0748622208646561,-0.06372061575313862,0.08363913974233261,2.10066157699581,-0.05641334627961603,-0.06130353139170988,0.07888169457100244,0.2385502471169687,0.018330605564648116,0.2385502471169687,20260220_045118,724.0
2.5,-0.04000000000000001,6463.0,44.0,0.06598976632300779,-0.03834682165415726,0.04289054150811586,2.1213409555239813,0.06277859514281259,-0.04191996446037327,0.062246513062212266,0.12545824847250509,0.01583303346527528,0.12545824847250509,20260220_045251,308.0
2.5,-0.04000000000000001,6299.0,70.0,-0.0483852598442952,-0.04697693719393692,0.08293420307537391,1.7975337143973622,-0.1001489712287329,-0.1104403253087414,0.08368918160051272,0.22555630478759273,0.02201950298836112,0.22555630478759273,20260220_045414,722.0
2.5,-0.04000000000000001,6239.0,80.0,-0.09075681460639667,-0.1428014643038863,0.08470551630025328,2.3452211064716524,-0.09184079752495583,-0.14430467355202897,0.07812876036973276,0.20225127087872186,0.021013921723141583,0.20225127087872186,20260220_045916,574.0
2.5,-0.04000000000000001,6569.0,72.0,-0.00765813010395755,-0.08570290872642189,0.08219730052213542,1.78813401316391,-0.01970443359381624,-0.0767167787253866,0.07372167059776674,0.2190990990990991,0.022036727879799666,0.2190990990990991,20260220_050040,656.0
2.5,-0.04000000000000001,6569.0,68.0,-0.0383065927228618,-0.04153061951449305,0.0769297144357533,2.003831896805855,-0.058043020152621916,-0.05914965274287118,0.0781484895857946,0.2346483704974271,0.018284485076633505,0.2346483704974271,20260220_050412,684.0
2.5,-0.04000000000000001,6455.0,80.0,-0.048333232067841014,0.03259195802946341,0.08239831512536089,2.060267303058712,-0.04102027629968075,0.016459101908808227,0.08166520584982179,0.18884841692350798,0.019459985405010947,0.18884841692350798,20260220_050626,674.0
2.5,-0.06,6287.0,64.0,-0.06853957637902869,-0.0057990381310471795,0.09397180068782524,2.0980948424582633,-0.05039980484441803,-0.011575246594793004,0.10189118614085912,0.2165316045380875,0.015019948368927482,0.2165316045380875,20260220_050827,668.0
2.5,-0.06,6315.0,72.0,-0.11491860352617428,-0.043976014131228675,0.08798026944919371,1.8381941044776653,-0.12275363090385194,-0.07023101080216215,0.0866628521197883,0.24699453551912567,0.018813692187091717,0.24699453551912567,20260220_050950,746.0
2.5,-0.06,5877.0,94.0,-0.07907820286229483,-0.03447368434650855,0.09063020488821483,1.7283109130964744,-0.09514297903686209,-0.051815759711269976,0.09762154584198679,0.25027046520014423,0.024587706146926538,0.25027046520014423,20260220_051414,694.0
2.5,-0.06,5571.0,72.0,-0.09073217014687374,0.03796007011225816,0.09539134389229803,1.8741188444109114,-0.12464329042094319,-0.07602370168445968,0.09877330882981664,0.2530164533820841,0.02269145918688938,0.2530164533820841,20260220_051815,692.0
2.5,-0.06,5491.0,64.0,-0.04853957922951335,-0.057359792849432795,0.07668488931179412,1.87201886648248,-0.039346070232769204,-0.04943379660984612,0.08220490062631791,0.2682429677945373,0.017190437818963202,0.2682429677945373,20260220_052218,658.0
2.5,-0.06,5699.0,68.0,-0.14540442882932902,-0.041441737264513834,0.09569571030209928,1.678359847519909,-0.16029387919618696,-0.05420681308486647,0.1089065359809697,0.2261625961860154,0.020687354020687353,0.2261625961860154,20260220_052419,676.0
2.5,-0.06,5485.0,58.0,-0.08759971771378577,-0.02164675703347449,0.08999490353027642,1.8574860157170814,-0.06245045652071979,-0.0522774979318012,0.09071315741958696,0.23799753795650389,0.01936264622831787,0.23799753795650389,20260220_052721,656.0
2.5,-0.06,6185.0,78.0,-0.029740665693093638,0.026658908923468283,0.0873322847932767,1.8426826205799192,-0.0493632982727778,0.06745425644697067,0.09007969136620947,0.2425287356321839,0.023184452778724857,0.2425287356321839,20260220_052951,646.0
2.5,-0.06,6083.0,68.0,-0.132946792859119,-0.09406486920272891,0.09336432490584995,2.060502666791003,-0.12389425932075435,-0.10044755243530532,0.09023244904160613,0.25633187772925764,0.023588277340957826,0.25633187772925764,20260220_053202,646.0
2.5,-0.07999999999999999,5783.0,74.0,-0.08408641905303593,-0.02639686496065144,0.10143647000514439,2.0329492819951698,-0.11585538773083645,-0.03426522380278044,0.10786076759562549,0.25600961538461536,0.023896448722203784,0.25600961538461536,20260220_053353,696.0
2.5,-0.07999999999999999,5621.0,60.0,-0.16234998972627926,-0.024841746435058265,0.1146828289677855,2.02894289756605,-0.113026070178771,-0.01589883574676096,0.12593165218488486,0.24385572933290775,0.02002002002002002,0.24385572933290775,20260220_053645,764.0
2.5,-0.07999999999999999,5727.0,82.0,-0.13191467686946412,-0.04937697701277194,0.1244863663757855,1.88974963560909,-0.09441292904904464,-0.01471271134946156,0.12495102971211589,0.2529832935560859,0.028019689511548655,0.2529832935560859,20260220_054022,768.0
2.5,-0.07999999999999999,5575.0,44.0,-0.21646092527874358,-0.04101347154088941,0.11617681398069546,3.1597066631597257,-0.21899313818212546,-0.02822103862723674,0.1139722244000288,0.18861080885019949,0.01735700197238659,0.18861080885019949,20260220_054450,520.0
2.5,-0.07999999999999999,5641.0,78.0,-0.14759918228497432,-0.05120496020727175,0.10533447129627863,1.977991005718127,-0.1463323633237459,-0.04540321963491617,0.11529685221662678,0.2541592920353982,0.022116903633491312,0.2541592920353982,20260220_054626,740.0
2.5,-0.07999999999999999,5677.0,70.0,-0.11603577038590743,-0.03901922670429406,0.10264733615777463,1.9558200224860993,-0.12426913893500352,-0.044604994592670894,0.11991029342748083,0.25908600215905003,0.01893222264293828,0.25908600215905003,20260220_055008,720.0
2.5,-0.07999999999999999,6297.0,76.0,-0.04451675915453068,-0.04624959879721405,0.09468424234473943,1.9073664281094782,-0.04947905882192927,-0.04641799050533557,0.09496769957063811,0.25412143144350624,0.023997473950110516,0.25412143144350624,20260220_055257,694.0
2.5,-0.07999999999999999,6409.0,94.0,-0.0868276069045309,-0.015797076667911913,0.10663214846585478,1.933705812966651,-0.12466165943988491,-0.022002292092616865,0.1062399948893252,0.2436036036036036,0.022008897213767267,0.2436036036036036,20260220_055552,734.0
2.5,-0.07999999999999999,5921.0,72.0,-0.12898260296395123,-0.06970102168853967,0.11293771558393206,1.9163661436677306,-0.12887832073344702,-0.07300908297212752,0.1120137301853856,0.2639698320191978,0.020753512132822477,0.2639698320191978,20260220_055907,770.0
2.5,-0.1,6213.0,60.0,-0.12454555256491806,-0.024708583964290765,0.12998999217004698,1.9677128825432917,-0.12911746990055795,-0.041281018611563275,0.13672645370790518,0.2493675460787857,0.01812478215406065,0.2493675460787857,20260220_060234,742.0
2.5,-0.1,6417.0,58.0,-0.09923245986716489,-0.06201030086212797,0.13359935823619754,1.9777109694034616,-0.11473794613036375,-0.03947872922469864,0.13671280662384327,0.2590106007067138,0.02049469964664311,0.2590106007067138,20260220_060549,750.0
2.5,-0.1,5929.0,66.0,-0.14610579230190177,0.06217445053465015,0.12526624293974079,1.9996788351077983,-0.14501273152848443,0.04909733656372961,0.13356788335343575,0.23617619493908154,0.01768444321635811,0.23617619493908154,20260220_060747,762.0
2.5,-0.1,6161.0,64.0,-0.14021006388995205,-0.05021022970717645,0.12202391824023354,1.9736228860460479,-0.14130977010486975,-0.04418812939628572,0.1291104066705288,0.26918957515173153,0.020056157240272765,0.26918957515173153,20260220_060955,774.0
2.5,-0.1,6313.0,78.0,-0.14609002681682934,-0.035856853883152795,0.12709785343300922,2.109917339196042,-0.13170722917103592,-0.03964072996776585,0.130642827815624,0.2674690738883317,0.019160326852634545,0.2674690738883317,20260220_061222,814.0
2.5,-0.1,5927.0,62.0,-0.1557984309110236,0.022574988329828183,0.11587197297935989,2.008171412647176,-0.13821004746867507,0.04130287898511914,0.1393231642800713,0.22871195819243775,0.017558765222316624,0.22871195819243775,20260220_061421,744.0
2.5,-0.1,5951.0,62.0,-0.08506671895438012,0.047488729465057444,0.1171594809114122,1.7129746909095174,-0.11611463609537007,-0.04484817861664245,0.1291206651499204,0.2518783542039356,0.01793462539774371,0.2518783542039356,20260220_061559,712.0
2.5,-0.1,6003.0,50.0,-0.12509224494210144,-0.021628895506657864,0.12681673895585657,1.968409971381101,-0.13429712599885857,-0.025399382729320186,0.13318395741446604,0.25157232704402516,0.018096272167933407,0.25157232704402516,20260220_061909,760.0
2.5,-0.1,6291.0,76.0,-0.1185057661118459,-0.014964684574687442,0.13320827647417244,1.9693630549836063,-0.14115892092578378,-0.031989346667216395,0.122316989277751,0.25841476655808904,0.02053499054309646,0.25841476655808904,20260220_062050,734.0
2.5,-0.12,5369.0,50.0,-0.14590897797100885,-0.03257046049180376,0.15028013834967305,2.204428824946089,-0.1606820224964388,-0.019447559302745193,0.15990517601435403,0.2614724331462529,0.0165892501658925,0.2614724331462529,20260220_062359,792.0
2.5,-0.12,5725.0,40.0,-0.12351236745220806,-0.034177893377030144,0.14160722841107418,2.1377100864304768,-0.11632540306767039,-0.013087000524765052,0.13344406080131654,0.21972946222368855,0.014142165984369185,0.21972946222368855,20260220_062537,702.0
2.5,-0.12,5459.0,58.0,-0.17241066017021794,-0.028342168745489282,0.15358383071227247,2.1182655155888814,-0.16086544379475273,-0.03791754349957965,0.1647336267405299,0.24665981500513876,0.016175994823681657,0.24665981500513876,20260220_062658,720.0
2.5,-0.12,5785.0,62.0,-0.11953821581381216,0.04955698611607556,0.13026757751028376,2.0817478747113216,-0.11801263957289546,0.04242580042090799,0.14186620038598885,0.23987635239567234,0.016613076098606645,0.23987635239567234,20260220_062914,776.0
2.5,-0.12,6257.0,50.0,-0.11278132769393989,0.05193290729481964,0.14494117409108365,2.148789339908258,-0.13641794108935684,0.0492043827169058,0.14584625368753798,0.22259696458684655,0.016916570549788543,0.22259696458684655,20260220_063105,709.0
2.5,-0.12,5389.0,100.0,-0.11062260125966014,-0.027499829077079957,0.11749660456202754,1.8642768666562493,-0.10254481780582456,-0.03943912673720534,0.13745953524798418,0.23811279026907484,0.022650056625141562,0.23811279026907484,20260220_063352,646.0
2.5,-0.12,6429.0,60.0,-0.13125671084971408,0.0430334430930171,0.1605462945993231,2.113497780454915,-0.12743297485921568,0.05921476078192478,0.16236828124565825,0.21852078239608802,0.019090041361756283,0.21852078239608802,20260220_063525,728.0
2.5,-0.12,6059.0,72.0,-0.13178154510060758,-0.004218404048716512,0.1425294001627478,2.112490455065228,-0.14133327980189292,-0.028444429974960578,0.15247688112171107,0.2554973821989529,0.018221574344023325,0.2554973821989529,20260220_063837,770.0
2.5,-0.12,6045.0,60.0,-0.12977425885243146,-0.03342276279428055,0.13789032015420596,2.0969057154700765,-0.14471436768694954,-0.010768728995426163,0.1329067464145811,0.24855687606112054,0.020387359836901122,0.24855687606112054,20260220_064028,740.0
2.5,-0.13999999999999999,5343.0,84.0,-0.16035120503858852,0.020927192697193286,0.17368902427206626,2.0109161227072043,-0.15993058241668257,0.0045803958205740125,0.1808925455181936,0.20579310344827587,0.020890325789604577,0.20579310344827587,20260220_064327,752.0
2.5,-0.13999999999999999,5481.0,52.0,-0.016075077157085893,0.03300429779793984,0.020651165552280484,1.8352634104856302,-0.038913494024226114,0.03281719273372219,0.0239685152359157,0.19322799097065463,0.017008117510630073,0.19322799097065463,20260220_064526,428.0
2.5,-0.13999999999999999,6095.0,74.0,-0.1796038086820912,0.012211440561050557,0.1628507623900219,2.1491541105407093,-0.19056238601254158,0.008678436555352664,0.1711852346064017,0.19115095430884904,0.020125101985314114,0.19115095430884904,20260220_064702,661.0
