electrode,timestamp
tl1,20260212_224753
tl2,20260212_225130
tl3,20260212_225508
tl4,20260212_225844
tl5,20260212_230221
tr1,20260212_230559
tr2,20260212_230937
tr3,20260212_231314
tr4,20260212_231651
tr5,20260212_232029
bl1,20260212_232406
bl2,20260212_232744
bl3,20260212_233122
bl4,20260212_233459
bl5,20260212_233836
br1,20260212_234213
br2,20260212_234550
br3,20260212_234927
br4,20260212_235304
br5,20260212_235641
