electrode,timestamp
tl1,20260212_213517
tl2,20260212_213854
tl3,20260212_214232
tl4,20260212_214609
tl5,20260212_214947
tr1,20260212_215324
tr2,20260212_215702
tr3,20260212_220040
tr4,20260212_220418
tr5,20260212_220755
bl1,20260212_221133
bl2,20260212_221510
bl3,20260212_221848
bl4,20260212_222225
bl5,20260212_222602
br1,20260212_222939
br2,20260212_223318
br3,20260212_223655
br4,20260212_224033
br5,20260212_224410
