electrode,timestamp
tl1,20260212_175724
tl2,20260212_180101
tl3,20260212_180439
tl4,20260212_180816
tl5,20260212_181152
tr1,20260212_181530
tr2,20260212_181907
tr3,20260212_182244
tr4,20260212_182622
tr5,20260212_182959
bl1,20260212_183336
bl2,20260212_183713
bl3,20260212_184049
bl4,20260212_184426
bl5,20260212_184803
br1,20260212_185141
br2,20260212_185518
br3,20260212_185856
br4,20260212_190232
br5,20260212_190609
