electrode,timestamp
tl1,20260212_202235
tl2,20260212_202613
tl3,20260212_202951
tl4,20260212_203328
tl5,20260212_203706
tr1,20260212_204045
tr2,20260212_204423
tr3,20260212_204800
tr4,20260212_205137
tr5,20260212_205515
bl1,20260212_205853
bl2,20260212_210231
bl3,20260212_210608
bl4,20260212_210945
bl5,20260212_211322
br1,20260212_211700
br2,20260212_212038
br3,20260212_212417
br4,20260212_212754
br5,20260212_213131
