7.756334844579837462e-02 8.322020347259234674e-02 8.263305942136216220e-02
1.783110359377433340e-01 1.839630754968261117e-01 1.833627107851728000e-01
2.790587234296882935e-01 2.847059475210599322e-01 2.840923621489834239e-01
3.798064109216332529e-01 3.854488195452936972e-01 3.848220135127941033e-01
4.805540984135781568e-01 4.861916915695274621e-01 4.855516648766046717e-01
5.813017859055230607e-01 5.869345635937612826e-01 5.862813162404152401e-01
6.820494733974681312e-01 6.876774356179951031e-01 6.870109676042259750e-01
7.827971608894129796e-01 7.884203076422289236e-01 7.877406189680365989e-01
8.835448483813579390e-01 8.891631796664625220e-01 8.884702703318471118e-01
9.842925358733027874e-01 9.899060516906963425e-01 9.891999216956577357e-01
1.085040223365247858e+00 1.090648923714930163e+00 1.089929573059468471e+00
1.185787910857192706e+00 1.191391795739163983e+00 1.190659224423279205e+00
1.286535598349137999e+00 1.292134667763397804e+00 1.291388875787089940e+00
1.387283285841082403e+00 1.392877539787631624e+00 1.392118527150900453e+00
1.488030973333027696e+00 1.493620411811865445e+00 1.492848178514711188e+00
1.588778660824972544e+00 1.594363283836099043e+00 1.593577829878521479e+00
1.689526348316917392e+00 1.695106155860332864e+00 1.694307481242332214e+00
1.790274035808862685e+00 1.795849027884566684e+00 1.795037132606142949e+00
1.891021723300807089e+00 1.896591899908800505e+00 1.895766783969953462e+00
1.991769410792752382e+00 1.997334771933034325e+00 1.996496435333764197e+00
2.092517098284697230e+00 2.098077643957267924e+00 2.097226086697574488e+00
2.193264785776642078e+00 2.198820515981501966e+00 2.197955738061385222e+00
2.294012473268587371e+00 2.299563388005735565e+00 2.298685389425195957e+00
2.394760160760532219e+00 2.400306260029969607e+00 2.399415040789006692e+00
2.495507848252477512e+00 2.501049132054203206e+00 2.500144692152817427e+00
2.596255535744421916e+00 2.601792004078436804e+00 2.600874343516627718e+00
2.697003223236366765e+00 2.702534876102670847e+00 2.701603994880438453e+00
2.797750910728312057e+00 2.803277748126904445e+00 2.802333646244249188e+00
2.898498598220256905e+00 2.904020620151138488e+00 2.903063297608059923e+00
2.999246285712202198e+00 3.004763492175372086e+00 3.003792948971870658e+00
3.099993973204146602e+00 3.105506364199605684e+00 3.104522600335680504e+00
3.200741660696091451e+00 3.206249236223839727e+00 3.205252251699491239e+00
3.301489348188036743e+00 3.306992108248073325e+00 3.305981903063301974e+00
3.402237035679981592e+00 3.407734980272307368e+00 3.406711554427112709e+00
3.502984723171926884e+00 3.508477852296540966e+00 3.507441205790923444e+00
3.603732410663871288e+00 3.609220724320774565e+00 3.608170857154733735e+00
3.704480098155816137e+00 3.709963596345008607e+00 3.708900508518544470e+00
3.805227785647761429e+00 3.810706468369242206e+00 3.809630159882355205e+00
3.905975473139706278e+00 3.911449340393476248e+00 3.910359811246165940e+00
4.006723160631651126e+00 4.012192212417709847e+00 4.011089462609977119e+00
4.107470848123595530e+00 4.112935084441943445e+00 4.111819113973787410e+00
4.208218535615540823e+00 4.213677956466177932e+00 4.212548765337598589e+00
4.308966223107485227e+00 4.314420828490411530e+00 4.313278416701408879e+00
4.409713910599430520e+00 4.415163700514644241e+00 4.414008068065219170e+00
4.510461598091375812e+00 4.515906572538878727e+00 4.514737719429030349e+00
4.611209285583320217e+00 4.616649444563112326e+00 4.615467370792840640e+00
4.711956973075265509e+00 4.717392316587346812e+00 4.716197022156651819e+00
4.812704660567209913e+00 4.818135188611580411e+00 4.816926673520462110e+00
4.913452348059156094e+00 4.918878060635814009e+00 4.917656324884273289e+00
5.014200035551100498e+00 5.019620932660047607e+00 5.018385976248083580e+00
5.114947723043044903e+00 5.120363804684281206e+00 5.119115627611893871e+00
5.215695410534990195e+00 5.221106676708515693e+00 5.219845278975705050e+00
5.316443098026934599e+00 5.321849548732749291e+00 5.320574930339515340e+00
5.417190785518880780e+00 5.422592420756982889e+00 5.421304581703326519e+00
5.517938473010825184e+00 5.523335292781216488e+00 5.522034233067136810e+00
5.618686160502769589e+00 5.624078164805450086e+00 5.622763884430947101e+00
5.719433847994714881e+00 5.724821036829684573e+00 5.723493535794758280e+00
5.820181535486659286e+00 5.825563908853918171e+00 5.824223187158568571e+00
5.920929222978605466e+00 5.926306780878151770e+00 5.924952838522379750e+00
6.021676910470549871e+00 6.027049652902385368e+00 6.025682489886190041e+00
6.122424597962494275e+00 6.127792524926618967e+00 6.126412141249999443e+00
