2.441406250000000000e-03 3.967285156250000000e-03 1.525878906250000000e-03 -9.155273437500000000e-04 -2.136230468750000000e-03 -6.103515625000000000e-04 3.051757812500000000e-04 1.220703125000000000e-03
9.979248046875000000e-02 1.019287109375000000e-01 9.918212890625000000e-02 -3.051757812500000000e-04 -2.441406250000000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 1.525878906250000000e-03
1.959228515625000000e-01 1.998901367187500000e-01 1.962280273437500000e-01 -3.051757812500000000e-04 -2.746582031250000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 1.525878906250000000e-03
2.944946289062500000e-01 2.963256835937500000e-01 2.920532226562500000e-01 -9.155273437500000000e-04 -2.136230468750000000e-03 -6.103515625000000000e-04 3.051757812500000000e-04 2.136230468750000000e-03
3.900146484375000000e-01 3.936767578125000000e-01 3.900146484375000000e-01 -6.103515625000000000e-04 -1.831054687500000000e-03 -6.103515625000000000e-04 0.000000000000000000e+00 6.103515625000000000e-04
4.873657226562500000e-01 4.901123046875000000e-01 4.858398437500000000e-01 3.051757812500000000e-04 -1.525878906250000000e-03 0.000000000000000000e+00 -3.051757812500000000e-04 1.525878906250000000e-03
5.841064453125000000e-01 5.862426757812500000e-01 5.838012695312500000e-01 -9.155273437500000000e-04 -1.220703125000000000e-03 -6.103515625000000000e-04 -9.155273437500000000e-04 9.155273437500000000e-04
6.820678710937500000e-01 6.845092773437500000e-01 6.805419921875000000e-01 0.000000000000000000e+00 -1.525878906250000000e-03 9.155273437500000000e-04 -6.103515625000000000e-04 6.103515625000000000e-04
7.788085937500000000e-01 7.821655273437500000e-01 7.781982421875000000e-01 0.000000000000000000e+00 -1.831054687500000000e-03 9.155273437500000000e-04 0.000000000000000000e+00 1.831054687500000000e-03
8.752441406250000000e-01 8.786010742187500000e-01 8.743286132812500000e-01 -3.051757812500000000e-04 -1.831054687500000000e-03 3.051757812500000000e-04 -3.051757812500000000e-04 2.136230468750000000e-03
9.732055664062500000e-01 9.753417968750000000e-01 9.719848632812500000e-01 3.051757812500000000e-04 -1.525878906250000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 6.103515625000000000e-04
1.069335937500000000e+00 1.072082519531250000e+00 1.068725585937500000e+00 -6.103515625000000000e-04 -1.831054687500000000e-03 9.155273437500000000e-04 0.000000000000000000e+00 2.136230468750000000e-03
1.167602539062500000e+00 1.170043945312500000e+00 1.166076660156250000e+00 -6.103515625000000000e-04 -2.746582031250000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 1.220703125000000000e-03
1.264953613281250000e+00 1.267700195312500000e+00 1.264953613281250000e+00 -1.220703125000000000e-03 -1.525878906250000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.220703125000000000e-03
1.361389160156250000e+00 1.364440917968750000e+00 1.360473632812500000e+00 -1.220703125000000000e-03 -2.136230468750000000e-03 -6.103515625000000000e-04 6.103515625000000000e-04 1.831054687500000000e-03
1.459350585937500000e+00 1.461486816406250000e+00 1.457824707031250000e+00 3.051757812500000000e-04 -1.525878906250000000e-03 0.000000000000000000e+00 3.051757812500000000e-04 2.136230468750000000e-03
1.556091308593750000e+00 1.558227539062500000e+00 1.554565429687500000e+00 -6.103515625000000000e-04 -1.220703125000000000e-03 0.000000000000000000e+00 6.103515625000000000e-04 6.103515625000000000e-04
1.652526855468750000e+00 1.654968261718750000e+00 1.651000976562500000e+00 -9.155273437500000000e-04 -2.441406250000000000e-03 0.000000000000000000e+00 3.051757812500000000e-04 2.136230468750000000e-03
1.749572753906250000e+00 1.752624511718750000e+00 1.748352050781250000e+00 0.000000000000000000e+00 -1.525878906250000000e-03 -3.051757812500000000e-04 -6.103515625000000000e-04 1.525878906250000000e-03
1.847229003906250000e+00 1.849060058593750000e+00 1.845703125000000000e+00 -1.220703125000000000e-03 -3.051757812500000000e-03 -3.051757812500000000e-04 0.000000000000000000e+00 1.220703125000000000e-03
1.944580078125000000e+00 1.946716308593750000e+00 1.943054199218750000e+00 0.000000000000000000e+00 -1.831054687500000000e-03 0.000000000000000000e+00 3.051757812500000000e-04 1.220703125000000000e-03
2.042541503906250000e+00 2.044677734375000000e+00 2.039794921875000000e+00 -6.103515625000000000e-04 -1.525878906250000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.525878906250000000e-03
2.139587402343750000e+00 2.141723632812500000e+00 2.136230468750000000e+00 -3.051757812500000000e-04 -1.831054687500000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 1.220703125000000000e-03
2.236022949218750000e+00 2.237854003906250000e+00 2.233886718750000000e+00 0.000000000000000000e+00 -2.136230468750000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 2.441406250000000000e-03
2.331848144531250000e+00 2.334289550781250000e+00 2.329711914062500000e+00 -6.103515625000000000e-04 -2.136230468750000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.525878906250000000e-03
2.429504394531250000e+00 2.431945800781250000e+00 2.427368164062500000e+00 -6.103515625000000000e-04 -1.525878906250000000e-03 -6.103515625000000000e-04 -3.051757812500000000e-04 1.525878906250000000e-03
2.527160644531250000e+00 2.528686523437500000e+00 2.524414062500000000e+00 0.000000000000000000e+00 -2.136230468750000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 6.103515625000000000e-04
2.624206542968750000e+00 2.626037597656250000e+00 2.621765136718750000e+00 3.051757812500000000e-04 -3.051757812500000000e-03 3.051757812500000000e-04 0.000000000000000000e+00 1.220703125000000000e-03
