3.662109375000000000e-03 5.493164062500000000e-03 2.441406250000000000e-03 -1.525878906250000000e-03 -1.220703125000000000e-03 3.051757812500000000e-04 -3.051757812500000000e-04 1.525878906250000000e-03
9.979248046875000000e-02 1.013183593750000000e-01 9.826660156250000000e-02 -3.051757812500000000e-04 -9.155273437500000000e-04 0.000000000000000000e+00 -3.051757812500000000e-04 9.155273437500000000e-04
1.968383789062500000e-01 1.980590820312500000e-01 1.956176757812500000e-01 3.051757812500000000e-04 -1.220703125000000000e-03 -6.103515625000000000e-04 -6.103515625000000000e-04 9.155273437500000000e-04
2.935791015625000000e-01 2.957153320312500000e-01 2.920532226562500000e-01 -9.155273437500000000e-04 -1.525878906250000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.220703125000000000e-03
3.894042968750000000e-01 3.921508789062500000e-01 3.890991210937500000e-01 -3.051757812500000000e-04 -2.441406250000000000e-03 -9.155273437500000000e-04 0.000000000000000000e+00 1.220703125000000000e-03
4.870605468750000000e-01 4.888916015625000000e-01 4.870605468750000000e-01 -1.220703125000000000e-03 -1.525878906250000000e-03 6.103515625000000000e-04 3.051757812500000000e-04 6.103515625000000000e-04
5.841064453125000000e-01 5.859375000000000000e-01 5.828857421875000000e-01 -6.103515625000000000e-04 -1.831054687500000000e-03 -6.103515625000000000e-04 -3.051757812500000000e-04 0.000000000000000000e+00
6.829833984375000000e-01 6.835937500000000000e-01 6.805419921875000000e-01 3.051757812500000000e-04 -1.525878906250000000e-03 0.000000000000000000e+00 6.103515625000000000e-04 1.525878906250000000e-03
7.791137695312500000e-01 7.815551757812500000e-01 7.778930664062500000e-01 -3.051757812500000000e-04 -2.441406250000000000e-03 9.155273437500000000e-04 0.000000000000000000e+00 1.220703125000000000e-03
8.764648437500000000e-01 8.786010742187500000e-01 8.752441406250000000e-01 0.000000000000000000e+00 -1.525878906250000000e-03 -3.051757812500000000e-04 0.000000000000000000e+00 6.103515625000000000e-04
