electrode,timestamp
tl1,20260213_094048
tl2,20260213_094428
tl3,20260213_094805
tl4,20260213_095142
tl5,20260213_095519
tr1,20260213_095856
tr2,20260213_100234
tr3,20260213_100611
tr4,20260213_100947
tr5,20260213_101324
bl1,20260213_101701
bl2,20260213_102039
bl3,20260213_102417
bl4,20260213_102754
bl5,20260213_103130
br1,20260213_103509
br2,20260213_103847
br3,20260213_104225
br4,20260213_104603
br5,20260213_104940
