electrode,timestamp
tl1,20260213_045040
tl2,20260213_045417
tl3,20260213_045755
tl4,20260213_050133
tl5,20260213_050511
tr1,20260213_050848
tr2,20260213_051226
tr3,20260213_051606
tr4,20260213_051943
tr5,20260213_052320
bl1,20260213_052657
bl2,20260213_053034
bl3,20260213_053412
bl4,20260213_053749
bl5,20260213_054126
br1,20260213_054503
br2,20260213_054839
br3,20260213_055216
br4,20260213_055553
br5,20260213_055930
