electrode,timestamp
tl1,20260213_060314
tl2,20260213_060651
tl3,20260213_061028
tl4,20260213_061404
tl5,20260213_061741
tr1,20260213_062118
tr2,20260213_062455
tr3,20260213_062832
tr4,20260213_063209
tr5,20260213_063545
bl1,20260213_063922
bl2,20260213_064259
bl3,20260213_064636
bl4,20260213_065013
bl5,20260213_065351
br1,20260213_065728
br2,20260213_070106
br3,20260213_070444
br4,20260213_070821
br5,20260213_071158
