electrode,timestamp
tl1,20260213_022529
tl2,20260213_022906
tl3,20260213_023243
tl4,20260213_023619
tl5,20260213_023957
tr1,20260213_024334
tr2,20260213_024712
tr3,20260213_025050
tr4,20260213_025427
tr5,20260213_025804
bl1,20260213_030141
bl2,20260213_030520
bl3,20260213_030858
bl4,20260213_031234
bl5,20260213_031611
br1,20260213_031949
br2,20260213_032326
br3,20260213_032704
br4,20260213_033041
br5,20260213_033419
