electrode,timestamp
tl1,20260213_000025
tl2,20260213_000403
tl3,20260213_000740
tl4,20260213_001117
tl5,20260213_001454
tr1,20260213_001832
tr2,20260213_002210
tr3,20260213_002547
tr4,20260213_002924
tr5,20260213_003302
bl1,20260213_003640
bl2,20260213_004018
bl3,20260213_004355
bl4,20260213_004732
bl5,20260213_005108
br1,20260213_005447
br2,20260213_005825
br3,20260213_010202
br4,20260213_010539
br5,20260213_010916
