electrode,timestamp
tl1,20260213_105324
tl2,20260213_105702
tl3,20260213_110127
tl4,20260213_110503
tl5,20260213_110840
tr1,20260213_111217
tr2,20260213_111553
tr3,20260213_111930
tr4,20260213_112306
tr5,20260213_112643
bl1,20260213_113019
bl2,20260213_113356
bl3,20260213_113732
bl4,20260213_114110
bl5,20260213_114446
br1,20260213_114823
br2,20260213_115200
br3,20260213_115540
br4,20260213_115918
br5,20260213_120255
