electrode,timestamp
tl1,20260213_071543
tl2,20260213_071921
tl3,20260213_072259
tl4,20260213_072637
tl5,20260213_073014
tr1,20260213_073353
tr2,20260213_073731
tr3,20260213_074109
tr4,20260213_074446
tr5,20260213_074824
bl1,20260213_075202
bl2,20260213_075540
bl3,20260213_075918
bl4,20260213_080255
bl5,20260213_080631
br1,20260213_081009
br2,20260213_081347
br3,20260213_081724
br4,20260213_082102
br5,20260213_082439
