electrode,timestamp
tl1,20260213_082823
tl2,20260213_083200
tl3,20260213_083538
tl4,20260213_083916
tl5,20260213_084253
tr1,20260213_084630
tr2,20260213_085006
tr3,20260213_085343
tr4,20260213_085721
tr5,20260213_090058
bl1,20260213_090434
bl2,20260213_090811
bl3,20260213_091147
bl4,20260213_091523
bl5,20260213_091900
br1,20260213_092237
br2,20260213_092614
br3,20260213_092951
br4,20260213_093328
br5,20260213_093705
