electrode,timestamp
tl1,20260213_011301
tl2,20260213_011638
tl3,20260213_012015
tl4,20260213_012353
tl5,20260213_012730
tr1,20260213_013107
tr2,20260213_013444
tr3,20260213_013822
tr4,20260213_014159
tr5,20260213_014536
bl1,20260213_014913
bl2,20260213_015250
bl3,20260213_015627
bl4,20260213_020003
bl5,20260213_020340
br1,20260213_020717
br2,20260213_021054
br3,20260213_021431
br4,20260213_021808
br5,20260213_022145
